address,attempt,compiler,flags,result,summary
0x800389D8,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x12: 04!=02; word +0x10: 58000482!=58000282
0x800389D8,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x12: 04!=02; word +0x10: 58000482!=58000282
0x800389D8,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 10!=14; word +0x4: 1000b0af!=1400bfaf
0x800389D8,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x4: 10!=0a; word +0x4: 1000b0af!=0a80023c
0x80038A44,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 10!=14; word +0x4: 1000b0af!=1400bfaf
0x80038A44,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x4: 10!=14; word +0x4: 1000b0af!=1400bfaf
0x80038A44,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x12: 04!=02; word +0x10: 58000482!=58000282
0x80038A44,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x12: 04!=02; word +0x10: 58000482!=58000282
0x80038A44,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 10!=14; word +0x4: 1000b0af!=1400bfaf
0x80038A44,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x4: 10!=0a; word +0x4: 1000b0af!=0a80023c
0x80038D2C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 14!=10; word +0x4: 1400b1af!=1000b0af
0x80038D2C,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x18: ff!=21; word +0x18: ffff5030!=21204000
0x80038D2C,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x18: ff!=21; word +0x18: ffff5030!=21204000
0x80038D2C,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x61: 10!=88; word +0x60: 21102202!=21882202
0x80038D2C,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 14!=10; word +0x4: 1400b1af!=1000b0af
0x80038D2C,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x4: 14!=10; word +0x4: 1400b1af!=1000b0af
0x80038DB8,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x14: ff!=58; word +0x14: ffff043c!=58000582
0x80038DB8,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x14: ff!=58; word +0x14: ffff043c!=58000382
0x80038DB8,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x1e: 42!=04; word +0x1c: ffff4230!=ffff043c
0x80038DB8,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x14: ff!=58; word +0x14: ffff043c!=58000582
0x80038DB8,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x14: ff!=58; word +0x14: ffff043c!=58000582
0x80038DB8,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x14: ff!=58; word +0x14: ffff043c!=58000582
0x80039E9C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: 02!=0f; word +0x0: 02000524!=0f80063c
0x80039E9C,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x0: 02!=0f; word +0x0: 02000524!=0f80023c
0x80039E9C,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: 02!=0f; word +0x0: 02000524!=0f80063c
0x80039E9C,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: 02!=0f; word +0x0: 02000524!=0f80063c
0x80039E9C,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: 02!=0f; word +0x0: 02000524!=0f80063c
0x80039E9C,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x0: 02!=0f; word +0x0: 02000524!=0f80023c
0x8003B6AC,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: 09!=40; word +0x0: 0980033c!=40100400
0x8003B6AC,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x2c: 0c!=0d; word +0x2c: 0c004010!=0d004010
0x8003B6AC,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x2: 03!=02; word +0x0: 0980033c!=0980023c
0x8003B6AC,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x9: 10!=20; word +0x8: 40100400!=40200400
0x8003B6AC,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: 09!=40; word +0x0: 0980033c!=40100400
0x8003B6AC,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x2c: 0c!=0d; word +0x2c: 0c004010!=0d004010
0x8003B744,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: 21!=ff; word +0x0: 2130a000!=ffcf0234
0x8003B744,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x0: 21!=ff; word +0x0: 2130a000!=ffcf0234
0x8003B744,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: 21!=ff; word +0x0: 2130a000!=ffcf0234
0x8003B744,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: 21!=ff; word +0x0: 2130a000!=ffcf0234
0x8003B744,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: 21!=ff; word +0x0: 2130a000!=ffcf0234
0x8003B744,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x0: 21!=ff; word +0x0: 2130a000!=ffcf0234
0x8003C4E0,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 1d!=18; word +0x4: 1d80033c!=1800bfaf
0x8003C4E0,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x4: 1d!=18; word +0x4: 1d80033c!=1800bfaf
0x8003C4E0,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 1d!=18; word +0x4: 1d80033c!=1800bfaf
0x8003C4E0,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 1d!=18; word +0x4: 1d80033c!=1800bfaf
0x8003C4E0,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 1d!=18; word +0x4: 1d80033c!=1800bfaf
0x8003C4E0,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x4: 1d!=18; word +0x4: 1d80033c!=1800bfaf
0x8003C8CC,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x10: 12!=10; word +0x10: 12006410!=10006410
0x8003C8CC,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x10: 12!=10; word +0x10: 12006410!=10006410
0x8003C8CC,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x10: 12!=10; word +0x10: 12006410!=10006410
0x8003C8CC,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x10: 12!=10; word +0x10: 12006410!=10006410
0x8003C8CC,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 74!=0a; word +0x4: 74048293!=0a80023c
0x8003C8CC,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x4: 74!=0a; word +0x4: 74048293!=0a80053c
0x8003CB7C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 9e!=40; word +0x4: 9e048627!=40100300
0x8003CB7C,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x4: 9e!=0a; word +0x4: 9e048627!=0a80023c
0x8003CB7C,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x2: 03!=02; word +0x0: 01000324!=01000224
0x8003CB7C,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 9e!=8e; word +0x4: 9e048627!=8e048427
0x8003CB7C,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 9e!=0a; word +0x4: 9e048627!=0a80063c
0x8003CB7C,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x4: 9e!=0a; word +0x4: 9e048627!=0a80023c
0x8003CC38,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x2: 02!=03; word +0x0: 0f80023c!=0f80033c
0x8003CC38,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x35: 10!=18; word +0x34: 25104300!=25184300
0x8003CC38,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x2: 02!=03; word +0x0: 0f80023c!=0f80033c
0x8003CC38,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x2: 02!=03; word +0x0: 0f80023c!=0f80033c
0x8003CC38,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x2: 02!=03; word +0x0: 0f80023c!=0f80033c
0x8003CC38,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0xc: 0f!=10; word +0xc: 0f006014!=10006014
0x8003CF14,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 18!=14; word +0x4: 1800b2af!=1400b1af
0x8003CF14,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x4: 18!=14; word +0x4: 1800b2af!=1400b1af
0x8003CF14,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 18!=40; word +0x4: 1800b2af!=40030524
0x8003CF14,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 18!=40; word +0x4: 1800b2af!=40030524
0x8003CF14,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 18!=14; word +0x4: 1800b2af!=1400b1af
0x8003CF14,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x4: 18!=14; word +0x4: 1800b2af!=1400b1af
0x8003D03C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 14!=10; word +0x4: 1400b1af!=1000b0af
0x8003D03C,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x4: 14!=10; word +0x4: 1400b1af!=1000b0af
0x8003D03C,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 14!=1d; word +0x4: 1400b1af!=1d80053c
0x8003D03C,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 14!=1d; word +0x4: 1400b1af!=1d80053c
0x8003D03C,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 14!=10; word +0x4: 1400b1af!=1000b0af
0x8003D03C,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x4: 14!=10; word +0x4: 1400b1af!=1000b0af
0x8003D0F4,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x28: 04!=00; word +0x28: 0404038e!=00058383
0x8003D0F4,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x28: 04!=0a; word +0x28: 0404038e!=0a80013c
0x8003D0F4,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x28: 04!=0a; word +0x28: 0404038e!=0a80013c
0x8003D0F4,4,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x24: 08!=0a; word +0x24: 0804028e!=0a80053c
0x8003D0F4,5,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x28: 04!=00; word +0x28: 0404038e!=00058383
0x8003D0F4,6,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,deferred,byte +0x28: 04!=00; word +0x28: 0404038e!=00058383
0x8003D46C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,/home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld failed (1): /home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld: small-data section too large; lower small-data size limit (see option -G) /home/superconta/data/share/yugioh/tmp/agents/wave3-3xx/build/8003D46C/v1/candidate.o: in function `func_8003D46C': (.text+0x30): relocation truncated to fit: R_MIPS_GPREL16 against `D_800EF6EA' 
0x8003D46C,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x28: 0f!=40; word +0x28: 0f80023c!=40000224
0x8003D46C,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 20!=ff; word +0x4: 2000b2af!=ffff0224
0x8003D46C,4,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x4: 20!=0a; word +0x4: 2000b2af!=0a80033c
0x8003D46C,5,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,/home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld failed (1): /home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld: small-data section too large; lower small-data size limit (see option -G) /home/superconta/data/share/yugioh/tmp/agents/wave3-3xx/build/8003D46C/v5/candidate.o: in function `func_8003D46C': (.text+0x30): relocation truncated to fit: R_MIPS_GPREL16 against `D_800EF6EA' 
0x8003D46C,6,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,deferred,/home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld failed (1): /home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld: small-data section too large; lower small-data size limit (see option -G) /home/superconta/data/share/yugioh/tmp/agents/wave3-3xx/build/8003D46C/v6/candidate.o: in function `func_8003D46C': (.text+0x30): relocation truncated to fit: R_MIPS_GPREL16 against `D_800EF6EA' 
0x8003F758,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 18!=14; word +0x4: 1800b2af!=1400b1af
0x8003F758,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0xc: 10!=0f; word +0xc: 1000b0af!=0f80043c
0x8003F758,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0xc: 10!=0f; word +0xc: 1000b0af!=0f80043c
0x8003F758,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0xc: 10!=0f; word +0xc: 1000b0af!=0f80043c
0x8003F758,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 18!=14; word +0x4: 1800b2af!=1400b1af
0x8003F758,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x30: ff!=0a; word +0x30: ff1f0326!=0a80023c
0x8003F810,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x1c: 01!=21; word +0x1c: 01000224!=21100000
0x8003F810,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x14: 21!=0f; word +0x14: 21884000!=0f004010
0x8003F810,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x14: 21!=0f; word +0x14: 21884000!=0f004010
0x8003F810,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 18!=1c; word +0x4: 1800bfaf!=1c00bfaf
0x8003F810,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x1c: 01!=21; word +0x1c: 01000224!=21100000
0x8003F810,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x1c: 01!=21; word +0x1c: 01000224!=21100000
0x8004020C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x6: 83!=85; word +0x4: 00008384!=00008584
0x8004020C,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x6: 83!=86; word +0x4: 00008384!=00008684
0x8004020C,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x6: 83!=85; word +0x4: 00008384!=00008584
0x8004020C,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x6: 83!=85; word +0x4: 00008384!=00008584
0x8004020C,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: 08!=0a; word +0x0: 08058297!=0a80023c
0x8004020C,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x0: 08!=0a; word +0x0: 08058297!=0a80033c
0x80040510,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: 21!=c2; word +0x0: 21108000!=c2170700
0x80040510,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x0: 21!=c2; word +0x0: 21108000!=c2170700
0x80040510,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: 21!=10; word +0x0: 21108000!=1000a88f
0x80040510,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: c2!=10; word +0x4: c21f0700!=1000a48f
0x80040510,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: c2!=10; word +0x4: c21f0700!=1000a88f
0x80040510,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x0: 21!=c2; word +0x0: 21108000!=c2170700
0x80040BF8,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,/home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld failed (1): /home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld: small-data section too large; lower small-data size limit (see option -G) /home/superconta/data/share/yugioh/tmp/agents/wave3-3xx/build/80040BF8/v1/candidate.o: in function `func_80040BF8': (.text+0x8): relocation truncated to fit: R_MIPS_GPREL16 against `D_800EFE3E' 
0x80040BF8,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: d8!=e0; word +0x0: d8ffbd27!=e0ffbd27
0x80040BF8,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 0f!=14; word +0x4: 0f80023c!=1400b1af
0x80040BF8,4,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x1c: 1e!=1d; word +0x1c: 1e002006!=1d002006
0x80040BF8,5,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,/home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld failed (1): /home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld: small-data section too large; lower small-data size limit (see option -G) /home/superconta/data/share/yugioh/tmp/agents/wave3-3xx/build/80040BF8/v5/candidate.o: in function `func_80040BF8': (.text+0x8): relocation truncated to fit: R_MIPS_GPREL16 against `D_800EFE3E' 
0x80040BF8,6,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,deferred,/home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld failed (1): /home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld: small-data section too large; lower small-data size limit (see option -G) /home/superconta/data/share/yugioh/tmp/agents/wave3-3xx/build/80040BF8/v6/candidate.o: in function `func_80040BF8': (.text+0x8): relocation truncated to fit: R_MIPS_GPREL16 against `D_800EFE3E' 
0x80040CAC,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 0f!=10; word +0x4: 0f80023c!=1000b0af
0x80040CAC,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x1e: 02!=11; word +0x1c: 0f80023c!=0f80113c
0x80040CAC,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 0f!=10; word +0x4: 0f80023c!=1000b0af
0x80040CAC,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 0f!=10; word +0x4: 0f80023c!=1000b0af
0x80040CAC,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 0f!=10; word +0x4: 0f80023c!=1000b0af
0x80040CAC,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x31: 20!=10; word +0x30: 21205100!=21105100
0x800382A8,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: 21!=34; word +0x0: 21288000!=34008294
0x800382A8,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x0: 21!=34; word +0x0: 21288000!=34008294
0x800382A8,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x34: 05!=04; word +0x34: 05008210!=04008214
0x800382A8,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x34: 05!=04; word +0x34: 05008210!=04008214
0x800382A8,5,gcc_2_8_1_g0,gcc_2_8_1_g0,matched,exact linked bytes and relocations
0x80039140,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,exact linked bytes and relocations
0x80039BE0,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x3c: 0d!=0c; word +0x3c: 0d004014!=0c004014
0x80039BE0,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x3c: 0d!=0c; word +0x3c: 0d004014!=0c004014
0x80039BE0,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x3c: 0d!=0c; word +0x3c: 0d004014!=0c004014
0x80039BE0,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x3c: 0d!=0c; word +0x3c: 0d004014!=0c004014
0x80039BE0,5,gcc_2_8_1_g0,gcc_2_8_1_g0,matched,exact linked bytes and relocations
0x8003C2B4,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,exact linked bytes and relocations
0x8003CFC8,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x24: 24!=08; word +0x24: 24061226!=08001224
0x8003CFC8,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,matched,exact linked bytes and relocations
0x80040468,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,exact linked bytes and relocations
0x8004149C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x50: 00!=58; word +0x50: 00000000!=580020a6
0x8004149C,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,matched,exact linked bytes and relocations
0x800472A8,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x18: 10!=0f; word +0x18: 10004010!=0f004010; relocations differ
0x800472A8,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x18: 10!=11; word +0x18: 10004010!=11004010; relocations differ
0x800472A8,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: 54!=e8; word +0x0: 5405828f!=e8ffbd27; relocations differ
0x800472A8,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x1c: 21!=00; word +0x1c: 21188000!=00808230; relocations differ
0x800472A8,5,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x18: 10!=11; word +0x18: 10004010!=11004010; relocations differ
0x800472A8,6,gcc_2_8_1_g8,gcc_2_8_1_g8,deferred,byte +0x18: 10!=12; word +0x18: 10004010!=12004010; relocations differ
0x80047A68,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 10!=21; word +0x4: 1000063c!=21280000; relocations differ
0x80047A68,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 10!=21; word +0x4: 1000063c!=21280000
0x80047A68,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 10!=21; word +0x4: 1000063c!=21280000
0x80047A68,4,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x21: 00!=04; word +0x20: 04006794!=04046294
0x80047A68,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x3c: 40!=01; word +0x3c: 40300600!=01008424
0x80047A68,6,gcc_2_8_1_g0,gcc_2_8_1_g0,deferred,byte +0x48: f6!=f5; word +0x48: f6ff4014!=f5ff4014
0x8004A27C,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x1c: 16!=12; word +0x1c: 16056594!=12400000; relocations differ
0x8004A27C,2,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x2: 03!=02; word +0x0: 0a80033c!=0a80023c; relocations differ
0x8004A27C,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x12: 62!=67; word +0x10: 14056294!=14056794; relocations differ
0x8004A27C,4,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x1c: 16!=12; word +0x1c: 16056594!=12380000; relocations differ
0x8004A27C,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x1c: 16!=12; word +0x1c: 16056594!=12400000; relocations differ
0x8004A27C,6,gcc_2_8_1_g0,gcc_2_8_1_g0,deferred,tool error: /home/superconta/data/share/yugioh/tools/toolchains/gcc-2.8.1-psx/bin/mips-sony-psx-gcc failed (1):
0x8004A6F8,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x6: 06!=02; word +0x4: 0600063c!=0600023c; relocations differ
0x8004A6F8,2,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x8: 01!=0a; word +0x8: 0180023c!=0a80033c; relocations differ
0x8004A6F8,3,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x1a: 03!=02; word +0x18: 0a80033c!=0a80023c; relocations differ
0x8004A6F8,4,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x8: 01!=0a; word +0x8: 0180023c!=0a80023c; relocations differ
0x8004A6F8,5,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x4: 06!=01; word +0x4: 0600063c!=0180023c; relocations differ
0x8004A6F8,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x8: 01!=0a; word +0x8: 0180023c!=0a80023c; relocations differ
0x8004BBBC,1,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0xc: 14!=18; word +0xc: 1400b1af!=1800b2af; relocations differ
0x8004BBBC,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: e0!=e8; word +0x0: e0ffbd27!=e8ffbd27; relocations differ
0x8004BBBC,3,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0xc: 14!=18; word +0xc: 1400b1af!=1800b2af; relocations differ
0x8004BBBC,4,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x16: bf!=b2; word +0x14: 1800bfaf!=1800b2af; relocations differ
0x8004BBBC,5,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x20: 80!=00; word +0x20: 80af2426!=00000000; relocations differ
